LocationGeoid,PeerGeoid1,PeerGeoid2,PeerGeoid3,PeerGeoid4,PeerGeoid5,PeerGeoid6,PeerGeoid7,PeerGeoid8,PeerGeoid9,PeerGeoid10,PeerGeoid11,PeerGeoid12,PeerGeoid13,PeerGeoid14,PeerGeoid15,PeerGeoid16
16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148
16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000
16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050
16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580
16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000
16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351
16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000
16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888
16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595
16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230
16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630
16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000
16000US2634000,16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470
16000US4955980,16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260
16000US3702140,16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768
16000US1779293,16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000
16000US4839148,16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875
16000US2684000,16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975
16000US1258050,16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660
16000US3725580,16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385
16000US1825000,16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000
16000US1714351,16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550
16000US5531000,16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000
16000US4843888,16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725
16000US1938595,16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000
16000US0622230,16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000
16000US3474630,16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540
16000US3728000,16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003
16000US4962470,16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850
16000US1656260,16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000
16000US4848768,16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464
16000US4261000,16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440
16000US1212875,16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000
16000US1243975,16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250
16000US4822660,16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000
16000US1712385,16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200
16000US3421000,16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425
16000US2964550,16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000
16000US2582000,16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000
16000US1216725,16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400
16000US0151000,16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384
16000US2071000,16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000
16000US0485540,16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370
16000US1836003,16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672
16000US4041850,16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000
16000US4075000,16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000
16000US4841464,16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788
16000US3774440,16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000
16000US4824000,16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710
16000US1238250,16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000
16000US4879000,16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000
16000US3050200,16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000
16000US1982425,16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976
16000US4516000,16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912
16000US5167000,16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000
16000US3731400,16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600
16000US4845384,16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000
16000US0908000,16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000
16000US0950370,16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000
16000US5147672,16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875
16000US1319000,16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508
16000US1831000,16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256
16000US1840788,16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898
16000US2545000,16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580
16000US0535710,16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920
16000US4260000,16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200
16000US0665000,16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010
16000US3601000,16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550
16000US4815976,16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000
16000US4810912,16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425
16000US3775000,16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000
16000US1270600,16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000
16000US2036000,16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060
16000US4459000,16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000
16000US4714000,16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000
16000US4550875,16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290
16000US3665508,16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000
16000US0177256,16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000
16000US0646898,16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600
16000US1077580,16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000
16000US3722920,16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380
16000US3734200,16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155
16000US5380010,16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823
16000US2534550,16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204
16000US2205000,16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000
16000US1239425,16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000
16000US1765000,16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000
16000US5168000,16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000
16000US1245060,16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160
16000US5566000,16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550
16000US2965000,16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550
16000US0523290,16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000
16000US2523000,16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000
16000US0477000,16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000
16000US5414600,16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000
16000US1369000,16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000
16000US3539380,16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080
16000US2241155,16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550
16000US1718823,16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000
16000US1304204,16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000
16000US0980000,16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000
16000US0150000,16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000
16000US0952000,16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000
16000US5553000,16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000
16000US2642160,16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000
16000US0524550,16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200
16000US1239550,16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182
16000US2646000,16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000
16000US2255000,16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700
16000US3457000,16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000
16000US4748000,16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000
16000US4202000,16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000
16000US3728080,16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000
16000US3456550,16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768
16000US3915000,16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440
16000US4269000,16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000
